name,state,lat,lon,formatted_address,types,confidence,source
"City Of Weston Lakes, TX",Texas,29.662077,-95.93568719999999,"Weston Lakes, TX 77441, USA","locality,political",high,google
"City Of Mclendon Chisholm, TX",Texas,32.8423475,-96.38053889999999,"McLendon-Chisholm, TX, USA","locality,political",high,google
"City Of Dimmitt, TX",Texas,34.5509028,-102.3118607,"Dimmitt, TX, USA","locality,political",high,google
"City Of Jacksboro, TX",Texas,33.2184477,-98.15865579999999,"Jacksboro, TX 76458, USA","locality,political",high,google
"City Of Bullard, TX",Texas,32.1398804,-95.320229,"Bullard, TX, USA","locality,political",high,google
"County Of Fisher, TX",Texas,32.7398733,-100.3497895,"Fisher County, TX, USA","administrative_area_level_2,political",high,google
"Village Of Spring Valley, TX",Texas,29.7938357,-95.5004012,"Spring Valley Village, TX, USA","locality,political",high,google
"City Of Cotulla, TX",Texas,28.436934,-99.23503219999999,"Cotulla, TX 78014, USA","locality,political",high,google
"City Of Canton, TX",Texas,32.5565244,-95.86329959999999,"Canton, TX 75103, USA","locality,political",high,google
"Village Of Bunker Hill, TX",Texas,29.7674508,-95.52994269999999,"Bunker Hill Village, TX 77024, USA","locality,political",high,google
"Village Of Edgecliff, TX",Texas,32.6576335,-97.3427945,"Edgecliff Village, TX 76134, USA","locality,political",high,google
"City Of San Diego, TX",Texas,27.7639145,-98.2388953,"San Diego, TX, USA","locality,political",high,google
"City Of Hunters Creek Village, TX",Texas,29.7655848,-95.5011663,"Hunters Creek Village, TX, USA","locality,political",high,google
"City Of Cockrell Hill, TX",Texas,32.7362421,-96.8869481,"Cockrell Hill, TX 75211, USA","locality,political",high,google
"City Of Garden Ridge, TX",Texas,29.6382116,-98.3009201,"Garden Ridge, TX, USA","locality,political",high,google
"City Of Ovilla, TX",Texas,32.5265264,-96.88638979999999,"Ovilla, TX, USA","locality,political",high,google
"City Of Mathis, TX",Texas,28.0944558,-97.82805429999999,"Mathis, TX 78368, USA","locality,political",high,google
"City Of Pittsburg, TX",Texas,32.9954021,-94.96576879999999,"Pittsburg, TX 75686, USA","locality,political",high,google
"City Of Denver City, TX",Texas,32.9645475,-102.8290963,"Denver City, TX 79323, USA","locality,political",high,google
"City Of Colorado City, TX",Texas,32.3881745,-100.8645576,"Colorado City, TX 79512, USA","locality,political",high,google
"County Of Kimble, TX",Texas,30.4338473,-99.8124935,"Kimble County, TX, USA","administrative_area_level_2,political",high,google
"City Of Rio Bravo, TX",Texas,27.3641887,-99.48004150000001,"Rio Bravo, TX 78046, USA","locality,political",high,google
"City Of Palacios, TX",Texas,28.7080461,-96.217467,"Palacios, TX 77465, USA","locality,political",high,google
"City Of Devine, TX",Texas,29.1399633,-98.905306,"Devine, TX 78016, USA","locality,political",high,google
"City Of Tulia, TX",Texas,34.5358942,-101.7585159,"Tulia, TX 79088, USA","locality,political",high,google
"City Of La Grange, TX",Texas,29.9055033,-96.87664699999999,"La Grange, TX 78945, USA","locality,political",high,google
"County Of Mills, TX",Texas,31.6137467,-98.5721016,"Mills County, TX, USA","administrative_area_level_2,political",high,google
"City Of Hallsville, TX",Texas,32.504316,-94.5740934,"Hallsville, TX 75650, USA","locality,political",high,google
"City Of Horseshoe Bay, TX",Texas,30.5440884,-98.36984609999999,"Horseshoe Bay, TX, USA","locality,political",high,google
"City Of Hearne, TX",Texas,30.8785238,-96.59302579999999,"Hearne, TX 77859, USA","locality,political",high,google
"City Of Mabank, TX",Texas,32.3665322,-96.1008056,"Mabank, TX, USA","locality,political",high,google
"Town Of Primera, TX",Texas,26.2259079,-97.7580492,"Primera, TX 78552, USA","locality,political",high,google
"County Of Floyd, TX",Texas,33.148727,-96.24497799999999,"Floyd, TX 75401, USA","locality,political",high,google
"County Of Delta, TX",Texas,33.3493128,-95.77212039999999,"Delta County, TX, USA","administrative_area_level_2,political",high,google
"County Of Haskell, TX",Texas,33.1403423,-99.8124935,"Haskell County, TX, USA","administrative_area_level_2,political",high,google
"County Of Hartley, TX",Texas,35.8855926,-102.3968605,"Hartley, TX, USA","locality,political",high,google
"City Of Brookshire, TX",Texas,29.7860643,-95.95106609999999,"Brookshire, TX 77423, USA","locality,political",high,google
"County Of Presidio, TX",Texas,29.9480666,-104.1001326,"Presidio County, TX, USA","administrative_area_level_2,political",high,google
"City Of Richwood, TX",Texas,29.0560789,-95.4099403,"Richwood, TX, USA","locality,political",high,google
"City Of Parker, TX",Texas,33.0553516,-96.6219162,"Parker, TX, USA","locality,political",high,google
"County Of San Saba, TX",Texas,31.238909,-98.7481167,"San Saba County, TX, USA","administrative_area_level_2,political",high,google
"County Of Garza, TX",Texas,33.1955897,-101.2523792,"Garza County, TX, USA","administrative_area_level_2,political",high,google
"City Of Aubrey, TX",Texas,33.3042834,-96.98611799999999,"Aubrey, TX, USA","locality,political",high,google
"County Of Childress, TX",Texas,34.5257527,-100.1703257,"Childress County, TX, USA","administrative_area_level_2,political",high,google
"County Of La Salle, TX",Texas,28.2758921,-99.1013498,"La Salle County, TX, USA","administrative_area_level_2,political",high,google
"County Of Refugio, TX",Texas,28.3465339,-97.1359377,"Refugio County, TX, USA","administrative_area_level_2,political",high,google
"City Of Liberty Hill, TX",Texas,30.6649119,-97.9225161,"Liberty Hill, TX, USA","locality,political",high,google
"County Of Goliad, TX",Texas,28.5673709,-97.35165579999999,"Goliad County, TX, USA","administrative_area_level_2,political",high,google
"Town Of Northlake, TX",Texas,33.1008248,-97.25403279999999,"Northlake, TX, USA","locality,political",high,google
"County Of Swisher, TX",Texas,34.5532757,-101.7979613,"Swisher County, TX, USA","administrative_area_level_2,political",high,google
"County Of Brooks, TX",Texas,27.0273057,-98.2212979,"Brooks County, TX, USA","administrative_area_level_2,political",high,google
"City Of Mineola, TX",Texas,32.6631884,-95.4882896,"Mineola, TX 75773, USA","locality,political",high,google
"County Of Bailey, TX",Texas,33.4320531,-96.16580909999999,"Bailey, TX, USA","locality,political",high,google
"County Of Carson, TX",Texas,35.4578717,-101.4339148,"Carson County, TX, USA","administrative_area_level_2,political",high,google
"City Of Falfurrias, TX",Texas,27.2269872,-98.1441714,"Falfurrias, TX 78355, USA","locality,political",high,google
"County Of Lynn, TX",Texas,33.1446401,-101.7979613,"Lynn County, TX, USA","administrative_area_level_2,political",high,google
"County Of Jim Hogg, TX",Texas,26.995506,-98.7481167,"Jim Hogg County, TX, USA","administrative_area_level_2,political",high,google
"County Of Wheeler, TX",Texas,35.4453257,-100.2709552,"Wheeler, TX 79096, USA","locality,political",high,google
"County Of Mcculloch, TX",Texas,31.2016122,-99.2785583,"McCulloch County, TX, USA","administrative_area_level_2,political",high,google
"County Of Winkler, TX",Texas,31.76846,-103.0817903,"Winkler County, TX, USA","administrative_area_level_2,political",high,google
"County Of Dallam, TX",Texas,36.20745,-102.5298028,"Dallam County, TX, USA","administrative_area_level_2,political",high,google
"County Of Yoakum, TX",Texas,33.2114703,-102.8975098,"Yoakum County, TX, USA","administrative_area_level_2,political",high,google
"County Of Castro, TX",Texas,34.4985047,-102.3463875,"Castro County, TX, USA","administrative_area_level_2,political",high,google
"County Of Crosby, TX",Texas,33.5500004,-101.2523792,"Crosby County, TX, USA","administrative_area_level_2,political",high,google
"City Of Justin, TX",Texas,33.0848442,-97.29612859999999,"Justin, TX 76247, USA","locality,political",high,google
"County Of Coleman, TX",Texas,31.7320219,-99.456155,"Coleman County, TX, USA","administrative_area_level_2,political",high,google
"City Of Alvarado, TX",Texas,32.4065312,-97.2116782,"Alvarado, TX 76009, USA","locality,political",high,google
"City Of Sandy Oaks, TX",Texas,29.1828583,-98.4070316,"Sandy Oaks, TX 78112, USA","locality,political",high,google
"Town Of Van Alstyne, TX",Texas,33.4214995,-96.5772109,"Van Alstyne, TX, USA","locality,political",high,google
"Town Of Hickory Creek, TX",Texas,33.114742,-97.0389599,"Hickory Creek, TX, USA","locality,political",high,google
"County Of Martin, TX",Texas,32.2364722,-101.9804613,"Martin County, TX, USA","administrative_area_level_2,political",high,google
"County Of Archer, TX",Texas,33.5761511,-98.7481167,"Archer County, TX, USA","administrative_area_level_2,political",high,google
"County Of Hamilton, TX",Texas,31.7037655,-98.1239231,"Hamilton, TX 76531, USA","locality,political",high,google
"County Of Dimmit, TX",Texas,28.4116514,-99.8124935,"Dimmit County, TX, USA","administrative_area_level_2,political",high,google
"County Of San Augustine, TX",Texas,31.4699363,-94.15137639999999,"San Augustine County, TX, USA","administrative_area_level_2,political",high,google
"County Of Hansford, TX",Texas,36.31837489999999,-101.4339148,"Hansford County, TX, USA","administrative_area_level_2,political",high,google
"County Of Mitchell, TX",Texas,32.3360516,-100.8903099,"Mitchell County, TX, USA","administrative_area_level_2,political",high,google
"County Of Stephens, TX",Texas,32.6833723,-98.7481167,"Stephens County, TX, USA","administrative_area_level_2,political",high,google
"City Of Jacinto City, TX",Texas,29.7677258,-95.2338319,"Jacinto City, TX, USA","locality,political",high,google
"County Of Jack, TX",Texas,33.2560382,-98.2212979,"Jack County, TX, USA","administrative_area_level_2,political",high,google
"County Of Brewster, TX",Texas,29.6629938,-103.3587288,"Brewster County, TX, USA","administrative_area_level_2,political",high,google
"County Of Parmer, TX",Texas,34.4604292,-102.7135121,"Parmer County, TX, USA","administrative_area_level_2,political",high,google
"County Of Somervell, TX",Texas,32.2547696,-97.7416703,"Somervell County, TX, USA","administrative_area_level_2,political",high,google
"County Of Zavala, TX",Texas,28.8801264,-99.72326729999999,"Zavala County, TX, USA","administrative_area_level_2,political",high,google
"County Of Duval, TX",Texas,27.7525271,-98.5721016,"Duval County, TX, USA","administrative_area_level_2,political",high,google
"County Of Marion, TX",Texas,32.7780679,-94.35651299999999,"Marion County, TX, USA","administrative_area_level_2,political",high,google
"County Of Ochiltree, TX",Texas,36.2921544,-100.8000051,"Ochiltree County, TX, USA","administrative_area_level_2,political",high,google
"County Of Runnels, TX",Texas,31.8714508,-99.99122539999999,"Runnels County, TX, USA","administrative_area_level_2,political",high,google
"Village Of Salado, TX",Texas,30.9471278,-97.53862040000001,"Salado, TX 76571, USA","locality,political",high,google
"Town Of Santa Rosa, TX",Texas,26.25674,-97.8249963,"Santa Rosa, TX 78593, USA","locality,political",high,google
"City Of Tahoka, TX",Texas,33.1667601,-101.7937669,"Tahoka, TX 79373, USA","locality,political",high,google
"City Of Premont, TX",Texas,27.3605947,-98.1236151,"Premont, TX, USA","locality,political",high,google
"County Of Collingsworth, TX",Texas,35.0351623,-100.3497895,"Collingsworth County, TX, USA","administrative_area_level_2,political",high,google
"Town Of Pottsboro, TX",Texas,33.759271,-96.6694402,"Pottsboro, TX, USA","locality,political",high,google
"County Of Schleicher, TX",Texas,30.9234947,-100.5296115,"Schleicher County, TX, USA","administrative_area_level_2,political",high,google
"Town Of Woodville, TX",Texas,30.7753454,-94.4148791,"Woodville, TX 75979, USA","locality,political",high,google
"City Of Ponder, TX",Texas,33.1828974,-97.2872402,"Ponder, TX, USA","locality,political",high,google
"City Of Magnolia, TX",Texas,30.2093794,-95.75078150000002,"Magnolia, TX, USA","locality,political",high,google
"City Of Stanton, TX",Texas,32.1292891,-101.7884642,"Stanton, TX 79782, USA","locality,political",high,google
"Town Of Floydada, TX",Texas,33.9845232,-101.3376574,"Floydada, TX 79235, USA","locality,political",high,google
"City Of Schulenburg, TX",Texas,29.6819003,-96.9030365,"Schulenburg, TX 78956, USA","locality,political",high,google
"City Of La Joya, TX",Texas,26.2470165,-98.4814092,"La Joya, TX 78560, USA","locality,political",high,google
"City Of Lake Worth, TX",Texas,32.8097891,-97.44276590000001,"Lake Worth, TX, USA","locality,political",high,google
"County Of Crane, TX",Texas,31.4654966,-102.5298028,"Crane County, TX, USA","administrative_area_level_2,political",high,google
"City Of New Boston, TX",Texas,33.4598415,-94.4154787,"New Boston, TX 75570, USA","locality,political",high,google
"City Of Madisonville, TX",Texas,30.9499111,-95.9116188,"Madisonville, TX 77864, USA","locality,political",high,google
"City Of Meadows Place, TX",Texas,29.6513643,-95.5880883,"Meadows Place, TX 77477, USA","locality,political",high,google
"City Of Argyle, TX",Texas,33.1212321,-97.1833475,"Argyle, TX 76226, USA","locality,political",high,google
"City Of Morgans Point Resort, TX",Texas,31.1483719,-97.463555,"Morgan's Point Resort, TX 76513, USA","locality,political",high,google
"City of Niederwald, TX",Texas,30.009384,-97.72805729999999,"Niederwald, TX, USA","locality,political",high,google
"Village Of Briarcliff, TX",Texas,30.407421,-98.0444588,"Briarcliff, TX 78669, USA","locality,political",high,google
"City of Cresson, TX",Texas,32.5326369,-97.61780259999999,"Cresson, TX, USA","locality,political",high,google
Kent County,Texas,33.2438434,-100.7097867,"Kent County, TX, USA","administrative_area_level_2,political",high,google
Town of San Felipe,Texas,29.793166,-96.10103579999999,"San Felipe, TX, USA","locality,political",high,google
Irion County,Texas,31.2557696,-100.8903099,"Irion County, TX, USA","administrative_area_level_2,political",high,google
City of Clarksville City,Texas,32.5295896,-94.9029937,"Clarksville City, TX, USA","locality,political",high,google
Town of Lakewood Village,Texas,33.1435505,-96.9721003,"Lakewood Village, TX 75068, USA","locality,political",high,google
Roberts County,Texas,35.8540979,-100.8903099,"Roberts County, TX, USA","administrative_area_level_2,political",high,google
City of Moulton,Texas,29.5749585,-97.1427643,"Moulton, TX 77975, USA","locality,political",high,google
City of Bandera,Texas,29.7266131,-99.0736462,"Bandera, TX 78003, USA","locality,political",high,google
City of Earth,Texas,34.2331373,-102.4107493,"Earth, TX 79031, USA","locality,political",high,google
Town of Paducah,Texas,34.01230049999999,-100.3020588,"Paducah, TX 79248, USA","locality,political",high,google
City of Hemphill,Texas,31.3417042,-93.8479108,"Hemphill, TX 75948, USA","locality,political",high,google
Foard County,Texas,33.9865825,-99.7678687,"Foard County, TX, USA","administrative_area_level_2,political",high,google
City of Bevil Oaks,Texas,30.1502123,-94.26963049999999,"Bevil Oaks, TX 77713, USA","locality,political",high,google
Town of Ransom Canyon,Texas,33.5334202,-101.6796064,"Ransom Canyon, TX, USA","locality,political",high,google
Glasscock County,Texas,31.912308,-101.6157773,"Glasscock County, TX, USA","administrative_area_level_2,political",high,google
City of Gorman,Texas,32.2137484,-98.67061059999999,"Gorman, TX 76454, USA","locality,political",high,google
Town of Florence,Texas,30.8412954,-97.79362680000001,"Florence, TX 76527, USA","locality,political",high,google
